frame,timestep,group,system,region,element,n_atoms,target_z,z_tolerance,msd,msd_x,msd_y,msd_z,drift_x,drift_y,drift_z
19,1900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.4935057795042748,0.07686017196199696,0.2098492795367334,0.2067963280055443,-0.00749986141767689,-0.001336229414276247,0.07062826953268697
20,2000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.4868481750517647,0.1013174922205331,0.1948540315536642,0.1906766512775674,-0.007003395074185903,-0.001247821331094912,0.06595591914239662
21,2100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.386306472225959,0.08238449315768484,0.1938448773921219,0.1100771016761523,-0.006577748422928131,-0.001172419418667303,0.06194204446827456
22,2200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.4088615214477486,0.08720758565263798,0.1669433176230293,0.1547106181720813,-0.006896904904580836,-0.00122900881248178,0.06494728538449124
23,2300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.4162343522375006,0.1000331437554373,0.1681023796679095,0.1480988288141538,-0.007170066207975445,-0.001277746579734895,0.06751852064809682
24,2400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.4766546799772348,0.108295016766273,0.1865133527598677,0.181846310451094,-0.007146870201574451,-0.001272929649053012,0.06729721541246647
25,2500,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.57438719378822,0.08841968532932705,0.1961840094343472,0.2897834990245457,-0.007127785070098369,-0.001271023177549679,0.06711681987770746
26,2600,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.5076715313740826,0.06383905959059631,0.1658549902741722,0.2779774815093141,-0.007220560458326197,-0.001285735974379421,0.06799937971575076
27,2700,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.5073204168556582,0.07193762338052671,0.1719052534486273,0.2634775400265043,-0.007363616719771038,-0.001311876444018978,0.06934103548865878
28,2800,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6276636299036729,0.1023368009414774,0.182655550707409,0.3426712782547864,-0.00715110008351072,-0.001275311726647743,0.06734005620372585
29,2900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7218547922847005,0.1277045545055022,0.2169454518924666,0.3772047858867316,-0.006764329203669206,-0.001205482362571786,0.06370313271107975
30,3000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7239326690799553,0.1035069155385734,0.1674674489047598,0.4529583046366221,-0.007027873624170233,-0.001252703554371237,0.06618299936071281
31,3100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7713763842377754,0.1178693582806154,0.2280947879360974,0.4254122380210626,-0.007900777691226324,-0.001408200645430568,0.07439849422137712
32,3200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7524231100098027,0.09206295062582594,0.2104745221757931,0.4498856372081836,-0.007939338351280689,-0.001414506580738717,0.07477129522604287
33,3300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6684290190081801,0.07252371502503047,0.2377188206128549,0.3581864833702948,-0.00706717850734595,-0.00125977086612572,0.06655278037609591
34,3400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7929416542802608,0.05642830431858128,0.2598593590376233,0.4766539909240562,-0.006757270089241096,-0.001204369832734642,0.06363421157968574
35,3500,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.770656499975339,0.0482693406630973,0.2441448733832589,0.4782422859289828,-0.007150747252064882,-0.001274716786243246,0.06733247188141434
36,3600,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.8164633100094982,0.04704724138815857,0.2434354121909335,0.5259806564304063,-0.007471166599602341,-0.001332001483632439,0.07036051699957824
37,3700,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6921224109056487,0.06632708223798314,0.2328372543016281,0.3929580743660374,-0.007448253256335136,-0.001326957587194144,0.070139377370662
38,3800,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6625072447086104,0.09034134455405028,0.2044759826074139,0.3676899175471464,-0.007377574231674622,-0.001314385465216006,0.06947627535783951
39,3900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6519685812195981,0.08008226853174878,0.1973515058843381,0.3745348068035113,-0.007155704925522421,-0.001273815085713892,0.06738883043036736
40,4000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6845846064836458,0.09611864518451245,0.1990700784002198,0.3893958828989136,-0.007165248660017554,-0.001276377396203898,0.06747718690768778
41,4100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7105663848773147,0.07998833473127313,0.225425645877702,0.4051524042683396,-0.007328846671383005,-0.001304871835753119,0.06901712970879004
42,4200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7058297828390758,0.08583496885034035,0.177095873249009,0.4428989407397266,-0.007118737500490191,-0.001268193832405728,0.06704007044268323
43,4300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6935756807570685,0.08449946002836213,0.192951101694357,0.4161251190343493,-0.006993294583553578,-0.001245247211937084,0.06585837802670369
44,4400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6760899565967891,0.1047073286454762,0.1867000366133068,0.384682591338006,-0.007108624386242823,-0.001266359687463137,0.06693990379161363
45,4500,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6822713580224389,0.07802750655607321,0.1706234801800123,0.4336203712863533,-0.00698673682035178,-0.001246081497660256,0.06579881223243333
46,4600,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7782333813835618,0.1106725727635664,0.1847642665200449,0.4827965420999504,-0.006926485004640881,-0.001233831577152955,0.06522340194024778
47,4700,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.9509077562538186,0.1223893867287936,0.2423291910010444,0.5861891785239807,-0.007384975572401586,-0.001317195186425479,0.0695421791294315
48,4800,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.8443455379383533,0.1701281339129681,0.256618565362831,0.4175988386625544,-0.007441696383176044,-0.00132567648257087,0.07007642555918991
49,4900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7268961815893357,0.1479040757394685,0.2189182755223516,0.3600738303275156,-0.007334062907479399,-0.001307126763698818,0.06906558512845251
50,5000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.8481833141568516,0.1255556877544959,0.2865988818180207,0.4360287445843349,-0.007173678476402934,-0.00127779364380487,0.06755267760841122
51,5100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.8129668058771311,0.1312607273267077,0.2068715506294289,0.4748345279209944,-0.006857471957136596,-0.00122172099091955,0.06457608731280473
52,5200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6418336579303034,0.08524183811993079,0.1603570380527936,0.396234781757579,-0.006841218907852387,-0.001218106410263431,0.06442520397678919
53,5300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.6813891889271675,0.1308609201086071,0.1858558524533294,0.364672416365231,-0.007289892805080633,-0.001299374809532239,0.06865166275927947
54,5400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,0.7085290712189496,0.1124103931590369,0.1977544194069516,0.398364258652961,-0.007795799089872268,-0.00138903427255066,0.07341859569890374
