frame,timestep,group,system,region,element,n_atoms,target_z,z_tolerance,msd,msd_x,msd_y,msd_z,drift_x,drift_y,drift_z
23,2300,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3424891546800582,0.1090593034971343,0.03752972333329563,0.1959001278496283,-0.007170066207975445,-0.001277746579734895,0.06751852064809682
24,2400,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3118927077791699,0.143439769602448,0.04257696222469157,0.1258759759520304,-0.007146870201574451,-0.001272929649053012,0.06729721541246647
25,2500,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.503472789768503,0.2159334162414114,0.0813598303304411,0.2061795431966505,-0.007127785070098369,-0.001271023177549679,0.06711681987770746
26,2600,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3885461098478753,0.15466102983599,0.07562702654549874,0.1582580534663866,-0.007220560458326197,-0.001285735974379421,0.06799937971575076
27,2700,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4502541252962726,0.1673233894913627,0.07682488076564475,0.2061058550392652,-0.007363616719771038,-0.001311876444018978,0.06934103548865878
28,2800,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4317161955950564,0.1575929107411208,0.08527646394683248,0.1888468209071031,-0.00715110008351072,-0.001275311726647743,0.06734005620372585
29,2900,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4520547558329023,0.2239429340543546,0.08207904596296077,0.146032775815587,-0.006764329203669206,-0.001205482362571786,0.06370313271107975
30,3000,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3305488337955163,0.1278858735922917,0.04483623220469241,0.1578267279985321,-0.007027873624170233,-0.001252703554371237,0.06618299936071281
31,3100,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3849404008872965,0.1000513200432313,0.05174867090403226,0.233140409940033,-0.007900777691226324,-0.001408200645430568,0.07439849422137712
32,3200,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4094976713525879,0.1603311553963436,0.05935399997645185,0.1898125159797924,-0.007939338351280689,-0.001414506580738717,0.07477129522604287
33,3300,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4042964591809012,0.1338687326613689,0.06616437203681412,0.2042633544827181,-0.00706717850734595,-0.00125977086612572,0.06655278037609591
34,3400,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3061384217949082,0.08048056094059998,0.06424291708569618,0.1614149437686121,-0.006757270089241096,-0.001204369832734642,0.06363421157968574
35,3500,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3346437581165305,0.06849355881643517,0.07807856865974262,0.1880716306403527,-0.007150747252064882,-0.001274716786243246,0.06733247188141434
36,3600,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.2765155271912848,0.04859044711951069,0.05059106055193832,0.1773340195198358,-0.007471166599602341,-0.001332001483632439,0.07036051699957824
37,3700,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.27943245959856,0.01395167455471505,0.05804083507061436,0.2074399499732306,-0.007448253256335136,-0.001326957587194144,0.070139377370662
38,3800,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.2874824540010136,0.02234103762042416,0.05883422633666661,0.2063071900439228,-0.007377574231674622,-0.001314385465216006,0.06947627535783951
39,3900,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.2367079392033602,0.02677308820748496,0.05212413151857882,0.1578107194772964,-0.007155704925522421,-0.001273815085713892,0.06738883043036736
