route,species_a,species_b,type_a,type_b,x_A,x_B_pair,rho_A,rho_B_pair,rho_tot,k,S_cc,S_AA,S_AB,S_BB_pair,S_cc0,n_frames,frac_tag,dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,3.90000000e-01,1.56153787e+00,1.61111659e-01,-2.21174006e-01,3.08385708e-01,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,4.20000000e-01,2.02237952e-01,2.15709108e-02,-2.72633677e-02,3.97101064e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,4.30000000e-01,5.71064048e-01,5.80120176e-02,-8.17808736e-02,1.20129361e-01,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,4.50000000e-01,7.11790867e-01,7.33768251e-02,-1.00650576e-01,1.42897336e-01,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,4.60000000e-01,4.65391429e-01,4.74427936e-02,-6.63306513e-02,9.77866953e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,4.70000000e-01,4.32171031e-01,4.29053907e-02,-6.30173073e-02,9.78486994e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.00000000e-01,3.75537128e-01,3.80001962e-02,-5.37513007e-02,8.16117161e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.30000000e-01,4.31013413e-01,4.39619529e-02,-6.13322574e-02,9.09727829e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.50000000e-01,3.60165158e-01,3.70457205e-02,-5.07876949e-02,7.47622290e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.60000000e-01,2.11149107e-01,2.16702749e-02,-2.95698866e-02,4.62358212e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.70000000e-01,1.52912078e-01,1.62028124e-02,-2.05886659e-02,3.19372819e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.80000000e-01,1.95379979e-01,1.93260525e-02,-2.81548047e-02,4.80500036e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,5.90000000e-01,1.50987574e-01,1.52315991e-02,-2.13168632e-02,3.59134070e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.00000000e-01,1.00694411e-01,1.04224177e-02,-1.37636640e-02,2.33420191e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.10000000e-01,7.77543158e-02,8.55193358e-03,-9.69127361e-03,1.74553566e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.20000000e-01,1.55325829e-01,1.55598713e-02,-2.19828737e-02,3.82670278e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.30000000e-01,1.49574605e-01,1.53338423e-02,-2.06356922e-02,3.55142617e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.40000000e-01,1.60717650e-01,1.59943237e-02,-2.30190512e-02,3.91015277e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.50000000e-01,1.32813722e-01,1.42232255e-02,-1.76767887e-02,2.69845137e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.60000000e-01,9.72404286e-02,1.06932949e-02,-1.23133632e-02,2.03126973e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.70000000e-01,1.16943409e-01,1.18689924e-02,-1.62183169e-02,2.90043138e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.80000000e-01,1.08019500e-01,1.21710905e-02,-1.33002500e-02,2.09095633e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,6.90000000e-01,2.19571826e-01,2.12626224e-02,-3.23055469e-02,5.59844474e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.00000000e-01,1.20924189e-01,1.22894419e-02,-1.67710263e-02,2.97237304e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.10000000e-01,1.49973499e-01,1.42568975e-02,-2.21739911e-02,4.16282493e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.20000000e-01,9.83718475e-02,1.04433219e-02,-1.29059108e-02,2.29450932e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.30000000e-01,1.15326354e-01,1.20502275e-02,-1.54208178e-02,2.76634635e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.40000000e-01,1.17684842e-01,1.26328685e-02,-1.54620363e-02,2.50430478e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.50000000e-01,1.11337456e-01,1.16627711e-02,-1.49435138e-02,2.57887089e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.60000000e-01,9.59234237e-02,1.11162438e-02,-1.12867918e-02,1.78315716e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.70000000e-01,1.00438019e-01,1.07798717e-02,-1.31129725e-02,2.20638811e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.80000000e-01,1.07358604e-01,1.16941105e-02,-1.37816590e-02,2.27195791e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,7.90000000e-01,7.91664513e-02,8.76397153e-03,-9.77453346e-03,1.76068072e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.00000000e-01,1.18759493e-01,1.26432404e-02,-1.57579555e-02,2.57137045e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.10000000e-01,7.05151990e-02,7.54524418e-03,-9.00078792e-03,1.75035915e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.20000000e-01,7.16213640e-02,8.25137063e-03,-8.33851151e-03,1.48016966e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.30000000e-01,8.62112018e-02,9.26922053e-03,-1.10266228e-02,2.05093062e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.40000000e-01,7.37237567e-02,7.70674851e-03,-9.71367410e-03,1.87824169e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.50000000e-01,1.13065526e-01,1.17538052e-02,-1.52987687e-02,2.66421864e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.60000000e-01,8.65351111e-02,9.61369714e-03,-1.07001230e-02,1.85753810e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.70000000e-01,8.98754914e-02,9.90671683e-03,-1.11700483e-02,2.00866630e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.80000000e-01,9.51669449e-02,1.04243274e-02,-1.19741182e-02,2.11482582e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,8.90000000e-01,8.06386815e-02,8.81262695e-03,-1.00963929e-02,1.86427477e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.00000000e-01,8.17030357e-02,8.85505313e-03,-1.02709177e-02,1.97409926e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.10000000e-01,8.11069476e-02,8.68457023e-03,-1.04338845e-02,1.93878090e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.20000000e-01,8.69012654e-02,9.61289933e-03,-1.07237921e-02,1.94904445e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.30000000e-01,9.02914173e-02,9.83845370e-03,-1.12425362e-02,2.18390102e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.50000000e-01,8.62916728e-02,9.36140405e-03,-1.09593851e-02,1.98121877e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.60000000e-01,9.18651057e-02,9.91166188e-03,-1.17118826e-02,2.16046978e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.70000000e-01,8.85780462e-02,9.65711051e-03,-1.11733692e-02,2.01855979e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.80000000e-01,7.69087527e-02,8.65540079e-03,-9.22836232e-03,1.69822123e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,9.90000000e-01,9.07071807e-02,9.79036858e-03,-1.15129225e-02,2.16848378e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.00000000e+00,8.17222572e-02,9.24099931e-03,-9.57279314e-03,1.92081572e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.01000000e+00,9.79355273e-02,1.05841202e-02,-1.25502055e-02,2.22371190e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.02000000e+00,8.22032873e-02,8.92923913e-03,-1.02501133e-02,2.02119002e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.04000000e+00,7.90138006e-02,8.61159054e-03,-9.77565354e-03,1.95808300e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.05000000e+00,8.34326326e-02,8.86722025e-03,-1.07052060e-02,2.12286272e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.06000000e+00,8.94004700e-02,9.52687078e-03,-1.14223151e-02,2.27298381e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.07000000e+00,8.82025467e-02,9.34024845e-03,-1.11709913e-02,2.41549011e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.08000000e+00,8.45572303e-02,9.24231721e-03,-1.03997781e-02,2.10233711e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.09000000e+00,7.71667778e-02,8.83255398e-03,-8.84811397e-03,1.79590231e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.10000000e+00,7.73760088e-02,8.28293969e-03,-9.71833326e-03,2.04148981e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.11000000e+00,8.59113988e-02,9.36211243e-03,-1.05495329e-02,2.19459232e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.12000000e+00,8.08890303e-02,8.70291403e-03,-1.00142858e-02,2.18013999e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.13000000e+00,7.70980838e-02,8.24842139e-03,-9.57401047e-03,2.12931686e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.14000000e+00,8.52771144e-02,9.07375532e-03,-1.07883344e-02,2.27581717e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.15000000e+00,8.61282516e-02,9.43969637e-03,-1.06122860e-02,2.08490797e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.16000000e+00,8.50581162e-02,9.09456401e-03,-1.04360052e-02,2.45909451e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.18000000e+00,9.11956647e-02,9.79513150e-03,-1.11871732e-02,2.56709903e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.19000000e+00,8.42232082e-02,8.97958667e-03,-1.02763650e-02,2.52185122e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.20000000e+00,8.67698668e-02,9.06566062e-03,-1.09459364e-02,2.60773584e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.21000000e+00,7.67490640e-02,8.12116765e-03,-8.82919846e-03,2.82471580e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.22000000e+00,8.29927397e-02,8.84135184e-03,-9.99980956e-03,2.59741980e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.23000000e+00,8.49777786e-02,8.81813535e-03,-1.03600973e-02,2.93815489e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.24000000e+00,8.84559592e-02,9.28433832e-03,-1.10141532e-02,2.70596910e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.25000000e+00,8.29403332e-02,8.68193343e-03,-9.80444913e-03,2.99315313e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.26000000e+00,8.93785451e-02,9.49487303e-03,-1.07248548e-02,2.87561179e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.27000000e+00,9.58682678e-02,9.58919396e-03,-1.20053685e-02,3.63513133e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.28000000e+00,9.01472882e-02,9.34895774e-03,-1.11535177e-02,2.99533878e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.29000000e+00,9.45617437e-02,9.69655596e-03,-1.15983383e-02,3.39944958e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.30000000e+00,9.22430379e-02,9.33809566e-03,-1.10935481e-02,3.68551995e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.31000000e+00,8.36714984e-02,8.50393561e-03,-1.03954675e-02,3.02312433e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.32000000e+00,9.14026104e-02,9.61333506e-03,-1.08203435e-02,3.21313581e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.33000000e+00,9.18878322e-02,1.01435401e-02,-1.02600640e-02,2.95769520e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.34000000e+00,1.00107555e-01,9.86975615e-03,-1.26483843e-02,3.93571905e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.35000000e+00,9.53175703e-02,9.61511925e-03,-1.16951631e-02,3.67763037e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.36000000e+00,1.04317137e-01,1.05424308e-02,-1.29321962e-02,3.88743362e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.37000000e+00,1.10466402e-01,1.05661005e-02,-1.37734280e-02,5.00991661e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.38000000e+00,1.01484893e-01,9.78261634e-03,-1.27415855e-02,4.41122100e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.39000000e+00,9.51865951e-02,9.43073099e-03,-1.11689655e-02,4.35456081e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.40000000e+00,1.16951322e-01,1.07925568e-02,-1.47835716e-02,5.77288379e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.41000000e+00,1.04359972e-01,1.02214846e-02,-1.27234785e-02,4.58069237e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.42000000e+00,1.11439937e-01,1.12655098e-02,-1.34783123e-02,4.41720376e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.43000000e+00,1.09189740e-01,1.04993733e-02,-1.36921960e-02,4.80104212e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.44000000e+00,1.34694688e-01,1.17155160e-02,-1.82639758e-02,6.80182755e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.45000000e+00,1.14394658e-01,1.07443184e-02,-1.40662102e-02,5.66171128e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.46000000e+00,1.11687156e-01,1.10082406e-02,-1.36346484e-02,4.77747132e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.47000000e+00,1.23719943e-01,1.18842023e-02,-1.54783365e-02,5.48843359e-02,,361,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.38511759e-02,9.54047035e-02,1.19255879e-01,1.48000000e+00,1.33698076e-01,1.17871322e-02,-1.76369027e-02,6.89177035e-02,,361,last0.5,SUPERCELL.dump
