route,species_a,species_b,type_a,type_b,x_A,x_B_pair,rho_A,rho_B_pair,rho_tot,k,S_cc,S_AA,S_AB,S_BB_pair,S_cc0,n_frames,frac_tag,dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.63000000e+00,2.02831129e-01,2.93843495e-02,-1.36542442e-02,9.71392205e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.64000000e+00,2.38091957e-01,3.28772973e-02,-2.05439041e-02,1.03743714e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.66000000e+00,1.86894831e-01,2.66035242e-02,-1.37322646e-02,8.78543491e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.67000000e+00,2.00029664e-01,2.94628112e-02,-1.35515989e-02,8.73609948e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.68000000e+00,1.89962747e-01,2.80996371e-02,-1.16282627e-02,9.09812805e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.69000000e+00,2.04215265e-01,2.93228606e-02,-1.59075831e-02,8.47129786e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.71000000e+00,1.85673896e-01,2.73137811e-02,-1.18248527e-02,8.76772294e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.72000000e+00,1.81568936e-01,2.83319609e-02,-9.79392522e-03,7.39420928e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.74000000e+00,1.84460822e-01,2.83643845e-02,-1.09145742e-02,7.41037162e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.77000000e+00,1.74920117e-01,2.82172077e-02,-7.51478723e-03,7.18347825e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.82000000e+00,1.74638778e-01,2.91491311e-02,-6.54801465e-03,6.37198089e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.83000000e+00,1.87208158e-01,2.90936141e-02,-1.09151226e-02,7.15951161e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.86000000e+00,1.71585207e-01,2.78323218e-02,-8.06561442e-03,6.24630832e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.92000000e+00,1.59266515e-01,2.74471368e-02,-4.63133193e-03,5.50125494e-02,,335,last0.5,SUPERCELL.dump
