x_B,P_GPa,k,S_cc_KBI,S_cc0_KBI
0.8,10,2.6174,1.779297e-01,1.030728e-01
0.8,10,2.6376,1.770427e-01,1.030728e-01
0.8,10,2.6577,1.761307e-01,1.030728e-01
0.8,10,2.6779,1.751955e-01,1.030728e-01
0.8,10,2.6980,1.742386e-01,1.030728e-01
0.8,10,2.7181,1.732616e-01,1.030728e-01
0.8,10,2.7383,1.722662e-01,1.030728e-01
0.8,10,2.7584,1.712540e-01,1.030728e-01
0.8,10,2.7785,1.702267e-01,1.030728e-01
0.8,10,2.7987,1.691857e-01,1.030728e-01
0.8,10,2.8188,1.681329e-01,1.030728e-01
0.8,10,2.8389,1.670697e-01,1.030728e-01
0.8,10,2.8591,1.659978e-01,1.030728e-01
0.8,10,2.8792,1.649188e-01,1.030728e-01
0.8,10,2.8993,1.638343e-01,1.030728e-01
0.8,10,2.9195,1.627460e-01,1.030728e-01
0.8,10,2.9396,1.616554e-01,1.030728e-01
0.8,10,2.9597,1.605640e-01,1.030728e-01
0.8,10,2.9799,1.594737e-01,1.030728e-01
0.8,10,3.0000,1.583858e-01,1.030728e-01
0.9,10,0.0000,6.880991e-02,6.880991e-02
0.9,10,0.0201,6.881282e-02,6.880991e-02
0.9,10,0.0403,6.882154e-02,6.880991e-02
0.9,10,0.0604,6.883608e-02,6.880991e-02
0.9,10,0.0805,6.885647e-02,6.880991e-02
0.9,10,0.1007,6.888272e-02,6.880991e-02
0.9,10,0.1208,6.891489e-02,6.880991e-02
0.9,10,0.1409,6.895300e-02,6.880991e-02
0.9,10,0.1611,6.899711e-02,6.880991e-02
0.9,10,0.1812,6.904727e-02,6.880991e-02
0.9,10,0.2013,6.910356e-02,6.880991e-02
0.9,10,0.2215,6.916604e-02,6.880991e-02
0.9,10,0.2416,6.923479e-02,6.880991e-02
0.9,10,0.2617,6.930990e-02,6.880991e-02
0.9,10,0.2819,6.939147e-02,6.880991e-02
0.9,10,0.3020,6.947960e-02,6.880991e-02
0.9,10,0.3221,6.957440e-02,6.880991e-02
0.9,10,0.3423,6.967598e-02,6.880991e-02
0.9,10,0.3624,6.978447e-02,6.880991e-02
0.9,10,0.3826,6.989999e-02,6.880991e-02
0.9,10,0.4027,7.002269e-02,6.880991e-02
0.9,10,0.4228,7.015269e-02,6.880991e-02
0.9,10,0.4430,7.029016e-02,6.880991e-02
0.9,10,0.4631,7.043523e-02,6.880991e-02
0.9,10,0.4832,7.058808e-02,6.880991e-02
0.9,10,0.5034,7.074885e-02,6.880991e-02
0.9,10,0.5235,7.091772e-02,6.880991e-02
0.9,10,0.5436,7.109484e-02,6.880991e-02
0.9,10,0.5638,7.128040e-02,6.880991e-02
0.9,10,0.5839,7.147456e-02,6.880991e-02
0.9,10,0.6040,7.167749e-02,6.880991e-02
0.9,10,0.6242,7.188937e-02,6.880991e-02
0.9,10,0.6443,7.211036e-02,6.880991e-02
0.9,10,0.6644,7.234064e-02,6.880991e-02
0.9,10,0.6846,7.258038e-02,6.880991e-02
0.9,10,0.7047,7.282973e-02,6.880991e-02
0.9,10,0.7248,7.308885e-02,6.880991e-02
0.9,10,0.7450,7.335789e-02,6.880991e-02
0.9,10,0.7651,7.363700e-02,6.880991e-02
0.9,10,0.7852,7.392630e-02,6.880991e-02
0.9,10,0.8054,7.422593e-02,6.880991e-02
0.9,10,0.8255,7.453598e-02,6.880991e-02
0.9,10,0.8456,7.485657e-02,6.880991e-02
0.9,10,0.8658,7.518775e-02,6.880991e-02
0.9,10,0.8859,7.552962e-02,6.880991e-02
0.9,10,0.9060,7.588219e-02,6.880991e-02
0.9,10,0.9262,7.624552e-02,6.880991e-02
0.9,10,0.9463,7.661958e-02,6.880991e-02
0.9,10,0.9664,7.700438e-02,6.880991e-02
0.9,10,0.9866,7.739986e-02,6.880991e-02
0.9,10,1.0067,7.780594e-02,6.880991e-02
0.9,10,1.0268,7.822254e-02,6.880991e-02
0.9,10,1.0470,7.864951e-02,6.880991e-02
0.9,10,1.0671,7.908670e-02,6.880991e-02
0.9,10,1.0872,7.953390e-02,6.880991e-02
0.9,10,1.1074,7.999090e-02,6.880991e-02
0.9,10,1.1275,8.045742e-02,6.880991e-02
0.9,10,1.1477,8.093316e-02,6.880991e-02
0.9,10,1.1678,8.141777e-02,6.880991e-02
0.9,10,1.1879,8.191088e-02,6.880991e-02
0.9,10,1.2081,8.241206e-02,6.880991e-02
0.9,10,1.2282,8.292086e-02,6.880991e-02
0.9,10,1.2483,8.343677e-02,6.880991e-02
0.9,10,1.2685,8.395923e-02,6.880991e-02
0.9,10,1.2886,8.448768e-02,6.880991e-02
0.9,10,1.3087,8.502147e-02,6.880991e-02
0.9,10,1.3289,8.555994e-02,6.880991e-02
0.9,10,1.3490,8.610237e-02,6.880991e-02
0.9,10,1.3691,8.664802e-02,6.880991e-02
0.9,10,1.3893,8.719609e-02,6.880991e-02
0.9,10,1.4094,8.774576e-02,6.880991e-02
0.9,10,1.4295,8.829617e-02,6.880991e-02
0.9,10,1.4497,8.884640e-02,6.880991e-02
0.9,10,1.4698,8.939554e-02,6.880991e-02
0.9,10,1.4899,8.994262e-02,6.880991e-02
0.9,10,1.5101,9.048665e-02,6.880991e-02
0.9,10,1.5302,9.102663e-02,6.880991e-02
0.9,10,1.5503,9.156151e-02,6.880991e-02
0.9,10,1.5705,9.209024e-02,6.880991e-02
0.9,10,1.5906,9.261177e-02,6.880991e-02
0.9,10,1.6107,9.312500e-02,6.880991e-02
0.9,10,1.6309,9.362887e-02,6.880991e-02
0.9,10,1.6510,9.412229e-02,6.880991e-02
0.9,10,1.6711,9.460418e-02,6.880991e-02
0.9,10,1.6913,9.507346e-02,6.880991e-02
0.9,10,1.7114,9.552907e-02,6.880991e-02
0.9,10,1.7315,9.596997e-02,6.880991e-02
0.9,10,1.7517,9.639513e-02,6.880991e-02
0.9,10,1.7718,9.680356e-02,6.880991e-02
0.9,10,1.7919,9.719430e-02,6.880991e-02
0.9,10,1.8121,9.756642e-02,6.880991e-02
0.9,10,1.8322,9.791904e-02,6.880991e-02
0.9,10,1.8523,9.825131e-02,6.880991e-02
0.9,10,1.8725,9.856247e-02,6.880991e-02
0.9,10,1.8926,9.885176e-02,6.880991e-02
0.9,10,1.9128,9.911853e-02,6.880991e-02
0.9,10,1.9329,9.936218e-02,6.880991e-02
0.9,10,1.9530,9.958217e-02,6.880991e-02
0.9,10,1.9732,9.977803e-02,6.880991e-02
0.9,10,1.9933,9.994938e-02,6.880991e-02
0.9,10,2.0134,1.000959e-01,6.880991e-02
0.9,10,2.0336,1.002174e-01,6.880991e-02
0.9,10,2.0537,1.003137e-01,6.880991e-02
0.9,10,2.0738,1.003848e-01,6.880991e-02
0.9,10,2.0940,1.004306e-01,6.880991e-02
0.9,10,2.1141,1.004513e-01,6.880991e-02
0.9,10,2.1342,1.004471e-01,6.880991e-02
0.9,10,2.1544,1.004183e-01,6.880991e-02
0.9,10,2.1745,1.003653e-01,6.880991e-02
0.9,10,2.1946,1.002884e-01,6.880991e-02
0.9,10,2.2148,1.001882e-01,6.880991e-02
0.9,10,2.2349,1.000654e-01,6.880991e-02
0.9,10,2.2550,9.992067e-02,6.880991e-02
0.9,10,2.2752,9.975469e-02,6.880991e-02
0.9,10,2.2953,9.956833e-02,6.880991e-02
0.9,10,2.3154,9.936249e-02,6.880991e-02
0.9,10,2.3356,9.913810e-02,6.880991e-02
0.9,10,2.3557,9.889617e-02,6.880991e-02
0.9,10,2.3758,9.863775e-02,6.880991e-02
0.9,10,2.3960,9.836392e-02,6.880991e-02
0.9,10,2.4161,9.807581e-02,6.880991e-02
0.9,10,2.4362,9.777456e-02,6.880991e-02
0.9,10,2.4564,9.746135e-02,6.880991e-02
0.9,10,2.4765,9.713735e-02,6.880991e-02
0.9,10,2.4966,9.680376e-02,6.880991e-02
0.9,10,2.5168,9.646175e-02,6.880991e-02
0.9,10,2.5369,9.611252e-02,6.880991e-02
0.9,10,2.5570,9.575721e-02,6.880991e-02
0.9,10,2.5772,9.539698e-02,6.880991e-02
0.9,10,2.5973,9.503292e-02,6.880991e-02
0.9,10,2.6174,9.466613e-02,6.880991e-02
0.9,10,2.6376,9.429763e-02,6.880991e-02
0.9,10,2.6577,9.392840e-02,6.880991e-02
0.9,10,2.6779,9.355940e-02,6.880991e-02
0.9,10,2.6980,9.319148e-02,6.880991e-02
0.9,10,2.7181,9.282548e-02,6.880991e-02
0.9,10,2.7383,9.246214e-02,6.880991e-02
0.9,10,2.7584,9.210214e-02,6.880991e-02
0.9,10,2.7785,9.174611e-02,6.880991e-02
0.9,10,2.7987,9.139458e-02,6.880991e-02
0.9,10,2.8188,9.104802e-02,6.880991e-02
0.9,10,2.8389,9.070682e-02,6.880991e-02
0.9,10,2.8591,9.037133e-02,6.880991e-02
0.9,10,2.8792,9.004177e-02,6.880991e-02
0.9,10,2.8993,8.971834e-02,6.880991e-02
0.9,10,2.9195,8.940115e-02,6.880991e-02
0.9,10,2.9396,8.909025e-02,6.880991e-02
0.9,10,2.9597,8.878564e-02,6.880991e-02
0.9,10,2.9799,8.848725e-02,6.880991e-02
0.9,10,3.0000,8.819495e-02,6.880991e-02
